ENSMUSG00000043059|Zfp513
ENSMUSG00000061374|Fiz1
ENSMUSG00000099689|Zfp383
ENSMUSG00000021120|Pigh
ENSMUSG00000049957|Ccdc137
ENSMUSG00000032437|Stt3b
ENSMUSG00000097239|Gm27029
ENSMUSG00000055200|Sertad3
ENSMUSG00000021495|Fam193b
ENSMUSG00000020525|Ppm1d
